BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
Broker B,Condo,749714,5,1,3310,810 Main St,WA,810 Main St,County B,City B,District C,Oak Ave,Property 810,"810 Main St, City A, CA",38.35563713979735,-122.34384550623723
Broker A,Townhouse,688315,2,3,2623,811 Main St,WA,811 Main St,County A,City B,District A,Oak Ave,Property 811,"811 Main St, City A, CA",38.163033081002254,-122.172711570256
Broker B,Single Family,551122,5,2,1098,812 Main St,NY,812 Main St,County A,City B,District B,Main St,Property 812,"812 Main St, City A, CA",37.94566028345039,-121.72408105037562
Broker B,Townhouse,259210,5,3,3841,813 Main St,CA,813 Main St,County C,City C,District B,Oak Ave,Property 813,"813 Main St, City A, CA",38.0017371023255,-122.00995206237269
Broker C,Townhouse,192601,3,4,724,814 Main St,TX,814 Main St,County A,City B,District A,Oak Ave,Property 814,"814 Main St, City A, CA",38.350401018469064,-121.54308603008448
Broker A,Single Family,129956,3,4,1340,815 Main St,FL,815 Main St,County A,City A,District B,Pine Blvd,Property 815,"815 Main St, City A, CA",38.1983388048998,-122.12142020533773
Broker A,Townhouse,338340,2,1,2314,816 Main St,NY,816 Main St,County B,City C,District C,Main St,Property 816,"816 Main St, City A, CA",38.289827508860675,-122.40752865333063
Broker C,Single Family,729085,1,3,1606,817 Main St,TX,817 Main St,County A,City C,District A,Oak Ave,Property 817,"817 Main St, City A, CA",37.94557743530223,-122.11874435943925
Broker C,Townhouse,569511,2,1,624,818 Main St,TX,818 Main St,County A,City C,District B,Pine Blvd,Property 818,"818 Main St, City A, CA",38.437806252344565,-121.84132495081516
Broker C,Single Family,760799,2,1,3746,819 Main St,FL,819 Main St,County B,City C,District B,Pine Blvd,Property 819,"819 Main St, City A, CA",38.62743874085597,-122.0434616245967
Broker C,Condo,928965,4,2,3431,820 Main St,TX,820 Main St,County C,City C,District A,Main St,Property 820,"820 Main St, City A, CA",38.0328395067869,-121.88452724424124
Broker A,Townhouse,521486,4,2,4625,821 Main St,CA,821 Main St,County C,City A,District A,Main St,Property 821,"821 Main St, City A, CA",38.26641422583183,-121.54280188116498
Broker A,Townhouse,703103,2,4,3471,822 Main St,CA,822 Main St,County B,City C,District A,Pine Blvd,Property 822,"822 Main St, City A, CA",38.7504273290209,-121.50691494576962
Broker B,Townhouse,139279,2,1,2517,823 Main St,CA,823 Main St,County B,City B,District A,Main St,Property 823,"823 Main St, City A, CA",38.10814174055073,-122.15342593534588
Broker B,Townhouse,471931,2,4,2915,824 Main St,TX,824 Main St,County C,City C,District C,Main St,Property 824,"824 Main St, City A, CA",38.36994634492376,-121.9572595267301
Broker C,Condo,248702,5,3,3596,825 Main St,CA,825 Main St,County C,City C,District A,Pine Blvd,Property 825,"825 Main St, City A, CA",37.86509570020025,-121.87025598475854
Broker C,Townhouse,161063,4,1,2109,826 Main St,FL,826 Main St,County C,City C,District C,Pine Blvd,Property 826,"826 Main St, City A, CA",38.38091500247945,-121.47028754311175
Broker C,Condo,873887,2,1,1217,827 Main St,TX,827 Main St,County C,City C,District C,Main St,Property 827,"827 Main St, City A, CA",37.86453177330462,-121.42078268083561
Broker B,Condo,354311,3,3,4061,828 Main St,WA,828 Main St,County C,City C,District A,Oak Ave,Property 828,"828 Main St, City A, CA",38.73413543532382,-122.18399275115847
Broker B,Condo,752184,3,3,1516,829 Main St,TX,829 Main St,County B,City A,District C,Main St,Property 829,"829 Main St, City A, CA",38.49056265207231,-121.69242012865418
Broker B,Condo,790504,5,4,4065,830 Main St,FL,830 Main St,County A,City A,District A,Oak Ave,Property 830,"830 Main St, City A, CA",38.56305978813571,-122.0413689377668
Broker B,Single Family,545377,5,4,4970,831 Main St,WA,831 Main St,County C,City C,District A,Pine Blvd,Property 831,"831 Main St, City A, CA",38.47900436077164,-122.41129180311378
Broker B,Single Family,589934,1,3,2460,832 Main St,TX,832 Main St,County C,City A,District B,Oak Ave,Property 832,"832 Main St, City A, CA",38.364629036076465,-122.4101474775641
Broker B,Townhouse,619089,1,4,1548,833 Main St,CA,833 Main St,County A,City B,District A,Pine Blvd,Property 833,"833 Main St, City A, CA",38.22481278108551,-121.95883399243775
Broker B,Single Family,846434,1,3,1857,834 Main St,NY,834 Main St,County A,City C,District B,Main St,Property 834,"834 Main St, City A, CA",38.633273379761064,-121.93106508699566
Broker C,Single Family,308432,5,1,3926,835 Main St,NY,835 Main St,County A,City B,District C,Main St,Property 835,"835 Main St, City A, CA",38.73173566754306,-122.39683030342655
Broker C,Townhouse,282051,5,1,615,836 Main St,CA,836 Main St,County A,City B,District B,Pine Blvd,Property 836,"836 Main St, City A, CA",38.27393617290409,-121.7324725832257
Broker C,Townhouse,197661,5,2,2595,837 Main St,NY,837 Main St,County A,City C,District C,Pine Blvd,Property 837,"837 Main St, City A, CA",38.70643504915527,-122.12539661140504
Broker C,Townhouse,797960,3,1,2301,838 Main St,NY,838 Main St,County A,City B,District A,Pine Blvd,Property 838,"838 Main St, City A, CA",38.35823290998852,-121.85950689846405
Broker B,Single Family,552776,5,3,2646,839 Main St,CA,839 Main St,County B,City B,District C,Main St,Property 839,"839 Main St, City A, CA",38.31328418689644,-122.11848092683458
Broker A,Single Family,571256,3,4,2120,840 Main St,CA,840 Main St,County A,City B,District C,Main St,Property 840,"840 Main St, City A, CA",38.22938273295536,-122.2522656851307
Broker B,Townhouse,223257,1,2,3450,841 Main St,TX,841 Main St,County A,City C,District A,Oak Ave,Property 841,"841 Main St, City A, CA",37.98418776153012,-122.01222626140112
Broker A,Condo,972637,1,4,4292,842 Main St,TX,842 Main St,County B,City C,District C,Pine Blvd,Property 842,"842 Main St, City A, CA",37.77861966081806,-122.1871266352095
Broker C,Townhouse,369054,1,3,3441,843 Main St,CA,843 Main St,County A,City B,District A,Oak Ave,Property 843,"843 Main St, City A, CA",38.01640622685606,-121.88459902308082
Broker B,Condo,933289,2,1,1477,844 Main St,FL,844 Main St,County C,City C,District B,Main St,Property 844,"844 Main St, City A, CA",38.28462317160357,-122.22057146971352
Broker C,Condo,659252,2,2,3566,845 Main St,NY,845 Main St,County C,City C,District A,Oak Ave,Property 845,"845 Main St, City A, CA",38.154859952259756,-121.91099402335537
Broker B,Townhouse,518443,4,3,1283,846 Main St,TX,846 Main St,County A,City B,District A,Oak Ave,Property 846,"846 Main St, City A, CA",38.223385228002634,-122.26202148513113
Broker C,Townhouse,903585,4,2,740,847 Main St,NY,847 Main St,County B,City C,District C,Main St,Property 847,"847 Main St, City A, CA",38.755548219564055,-121.7484252905142
Broker A,Townhouse,421909,4,2,2053,848 Main St,WA,848 Main St,County C,City A,District B,Main St,Property 848,"848 Main St, City A, CA",38.12517237066933,-121.66546231555857
Broker A,Single Family,854444,2,1,1512,849 Main St,CA,849 Main St,County B,City C,District A,Pine Blvd,Property 849,"849 Main St, City A, CA",38.22708293936011,-122.30900576575006
Broker A,Condo,732500,2,3,686,850 Main St,FL,850 Main St,County C,City A,District B,Oak Ave,Property 850,"850 Main St, City A, CA",37.908415551352824,-121.95159758796265
Broker B,Single Family,663359,4,4,2381,851 Main St,WA,851 Main St,County A,City B,District B,Main St,Property 851,"851 Main St, City A, CA",37.82285773243699,-122.34852829934512
Broker A,Single Family,212990,4,2,930,852 Main St,WA,852 Main St,County B,City C,District C,Main St,Property 852,"852 Main St, City A, CA",38.5503095145925,-121.82121755445799
Broker B,Townhouse,169519,5,2,738,853 Main St,WA,853 Main St,County B,City B,District A,Oak Ave,Property 853,"853 Main St, City A, CA",38.34558317507198,-122.15499570207035
Broker A,Single Family,109503,4,4,2845,854 Main St,CA,854 Main St,County B,City B,District C,Main St,Property 854,"854 Main St, City A, CA",38.5356048060439,-121.89177554316129
Broker A,Townhouse,291775,5,3,575,855 Main St,TX,855 Main St,County C,City B,District A,Pine Blvd,Property 855,"855 Main St, City A, CA",37.924762798886555,-121.9019389906157
Broker B,Condo,719745,3,2,1856,856 Main St,CA,856 Main St,County C,City B,District B,Pine Blvd,Property 856,"856 Main St, City A, CA",38.34672877118269,-121.4950456538062
Broker B,Townhouse,813226,2,2,2830,857 Main St,TX,857 Main St,County C,City B,District A,Oak Ave,Property 857,"857 Main St, City A, CA",38.02854247434138,-121.87031677743127
Broker A,Single Family,247977,4,2,2402,858 Main St,WA,858 Main St,County A,City C,District A,Pine Blvd,Property 858,"858 Main St, City A, CA",38.002961816900026,-121.83640152028168
Broker B,Single Family,670126,2,3,4513,859 Main St,WA,859 Main St,County C,City A,District B,Main St,Property 859,"859 Main St, City A, CA",37.786426014052985,-122.01774687423561
Broker A,Townhouse,551495,2,3,2559,860 Main St,FL,860 Main St,County A,City C,District B,Main St,Property 860,"860 Main St, City A, CA",37.90524072356907,-121.47032039681719
Broker B,Townhouse,713777,2,4,640,861 Main St,TX,861 Main St,County B,City C,District A,Main St,Property 861,"861 Main St, City A, CA",38.0841681114997,-121.64221409056039
Broker C,Single Family,126806,3,3,2289,862 Main St,WA,862 Main St,County B,City C,District C,Main St,Property 862,"862 Main St, City A, CA",37.89177876059094,-122.13399470969715
Broker C,Condo,276072,1,3,4126,863 Main St,NY,863 Main St,County A,City C,District A,Oak Ave,Property 863,"863 Main St, City A, CA",38.76075844041094,-121.57519041422377
Broker C,Condo,515384,4,1,516,864 Main St,FL,864 Main St,County C,City A,District B,Pine Blvd,Property 864,"864 Main St, City A, CA",38.083532648523956,-121.9870036398149
Broker C,Townhouse,170119,1,4,4848,865 Main St,CA,865 Main St,County A,City C,District C,Pine Blvd,Property 865,"865 Main St, City A, CA",37.90522394670233,-121.5907328564664
Broker C,Condo,925146,1,2,964,866 Main St,FL,866 Main St,County B,City B,District B,Main St,Property 866,"866 Main St, City A, CA",37.97398231282796,-121.59651193170649
Broker A,Single Family,285165,1,3,4971,867 Main St,NY,867 Main St,County B,City C,District B,Oak Ave,Property 867,"867 Main St, City A, CA",38.36260322834148,-122.23052981323714
Broker C,Townhouse,941851,2,2,2327,868 Main St,TX,868 Main St,County A,City C,District C,Main St,Property 868,"868 Main St, City A, CA",37.83894352386479,-121.71825886861642
Broker C,Single Family,729720,5,2,3528,869 Main St,CA,869 Main St,County C,City A,District B,Main St,Property 869,"869 Main St, City A, CA",38.637334130141156,-122.12875703069346
Broker C,Single Family,570641,2,1,1019,870 Main St,CA,870 Main St,County C,City A,District B,Oak Ave,Property 870,"870 Main St, City A, CA",38.73639967923715,-122.12190733000733
Broker C,Condo,979381,2,3,589,871 Main St,TX,871 Main St,County A,City B,District B,Oak Ave,Property 871,"871 Main St, City A, CA",38.021647420667385,-122.12305192311942
Broker B,Townhouse,571027,1,4,3351,872 Main St,FL,872 Main St,County A,City C,District B,Main St,Property 872,"872 Main St, City A, CA",38.22499526859086,-121.69383175244005
Broker A,Townhouse,507507,2,3,3343,873 Main St,WA,873 Main St,County C,City C,District B,Pine Blvd,Property 873,"873 Main St, City A, CA",37.797034451029496,-122.18957395820746
Broker C,Condo,802164,1,2,2384,874 Main St,FL,874 Main St,County B,City C,District B,Main St,Property 874,"874 Main St, City A, CA",38.415610224727224,-122.41849416475391
Broker C,Single Family,963403,5,4,4671,875 Main St,NY,875 Main St,County A,City B,District B,Pine Blvd,Property 875,"875 Main St, City A, CA",38.18882605805259,-121.70416314651736
Broker C,Single Family,979903,4,3,1425,876 Main St,WA,876 Main St,County C,City A,District B,Pine Blvd,Property 876,"876 Main St, City A, CA",38.044958466101555,-122.24821525616487
Broker A,Single Family,951378,1,2,4234,877 Main St,FL,877 Main St,County C,City B,District B,Oak Ave,Property 877,"877 Main St, City A, CA",37.98173711061661,-122.31491760469216
Broker B,Single Family,985421,5,2,1469,878 Main St,TX,878 Main St,County B,City C,District A,Oak Ave,Property 878,"878 Main St, City A, CA",38.428923077658766,-122.18188387940593
Broker A,Townhouse,184080,4,1,1594,879 Main St,NY,879 Main St,County B,City A,District A,Main St,Property 879,"879 Main St, City A, CA",38.19111703103232,-122.0394994776773
Broker B,Townhouse,352791,3,1,3695,880 Main St,NY,880 Main St,County B,City A,District B,Pine Blvd,Property 880,"880 Main St, City A, CA",37.954559289029916,-121.9434936725268
Broker C,Condo,177794,1,1,1904,881 Main St,NY,881 Main St,County B,City B,District A,Pine Blvd,Property 881,"881 Main St, City A, CA",38.46400908148683,-122.37482995928737
Broker C,Condo,392985,1,2,3864,882 Main St,WA,882 Main St,County B,City A,District C,Main St,Property 882,"882 Main St, City A, CA",38.339972283036694,-121.44882666737263
Broker A,Townhouse,224447,3,3,4790,883 Main St,CA,883 Main St,County A,City A,District A,Main St,Property 883,"883 Main St, City A, CA",38.6335720549295,-121.70333694658044
Broker A,Townhouse,220029,3,1,4482,884 Main St,WA,884 Main St,County C,City C,District B,Main St,Property 884,"884 Main St, City A, CA",37.892375898876494,-122.09620593467567
Broker B,Single Family,279830,1,3,4823,885 Main St,FL,885 Main St,County A,City C,District B,Oak Ave,Property 885,"885 Main St, City A, CA",38.56056660194446,-122.1007027427146
Broker B,Single Family,607942,3,1,4513,886 Main St,CA,886 Main St,County A,City A,District A,Main St,Property 886,"886 Main St, City A, CA",38.44841678681726,-121.97085745063154
Broker A,Condo,438416,2,4,3592,887 Main St,FL,887 Main St,County A,City A,District B,Main St,Property 887,"887 Main St, City A, CA",37.8899109368281,-121.79315517723697
Broker B,Townhouse,661931,4,4,4659,888 Main St,CA,888 Main St,County A,City B,District C,Pine Blvd,Property 888,"888 Main St, City A, CA",38.469720729871725,-122.27302693341103
Broker A,Condo,406094,4,1,2574,889 Main St,WA,889 Main St,County A,City B,District C,Main St,Property 889,"889 Main St, City A, CA",38.216447288879834,-122.23047018623504
Broker B,Townhouse,287921,4,2,784,890 Main St,NY,890 Main St,County B,City A,District B,Pine Blvd,Property 890,"890 Main St, City A, CA",38.71988478555585,-121.55996541716644
Broker A,Single Family,462644,2,1,1687,891 Main St,TX,891 Main St,County B,City C,District C,Pine Blvd,Property 891,"891 Main St, City A, CA",37.9165113506179,-122.16314507611092
Broker A,Condo,783404,3,1,4469,892 Main St,NY,892 Main St,County C,City A,District C,Oak Ave,Property 892,"892 Main St, City A, CA",38.41773339081574,-122.03920500202481
Broker A,Condo,598685,5,2,3465,893 Main St,WA,893 Main St,County A,City A,District A,Main St,Property 893,"893 Main St, City A, CA",38.15688004546295,-121.54812814904987
Broker B,Townhouse,487732,3,4,4819,894 Main St,CA,894 Main St,County C,City C,District C,Main St,Property 894,"894 Main St, City A, CA",38.73171467059088,-121.75625217060018
Broker B,Single Family,640285,1,3,1283,895 Main St,NY,895 Main St,County B,City C,District A,Pine Blvd,Property 895,"895 Main St, City A, CA",38.10487489529028,-122.07768812065831
Broker B,Condo,966183,4,1,1449,896 Main St,WA,896 Main St,County B,City B,District B,Oak Ave,Property 896,"896 Main St, City A, CA",38.7370859094918,-121.73570045427537
Broker A,Single Family,722893,3,2,4439,897 Main St,FL,897 Main St,County B,City B,District A,Oak Ave,Property 897,"897 Main St, City A, CA",38.676385851100754,-122.39971678461858
Broker B,Condo,941965,5,1,544,898 Main St,TX,898 Main St,County A,City B,District B,Main St,Property 898,"898 Main St, City A, CA",38.045283235310656,-121.68375733998863
Broker B,Single Family,444710,1,2,2310,899 Main St,NY,899 Main St,County A,City B,District B,Pine Blvd,Property 899,"899 Main St, City A, CA",38.57844177682643,-121.93238395948376
Broker A,Townhouse,850230,2,3,2581,900 Main St,CA,900 Main St,County B,City C,District B,Main St,Property 900,"900 Main St, City A, CA",38.77050420180351,-121.60621785271553
Broker C,Condo,769931,2,3,3998,901 Main St,FL,901 Main St,County C,City A,District B,Main St,Property 901,"901 Main St, City A, CA",38.027563002171284,-121.46476234799353
Broker A,Condo,732543,5,4,1329,902 Main St,WA,902 Main St,County C,City B,District B,Main St,Property 902,"902 Main St, City A, CA",38.21167716932332,-121.49361145050543
Broker B,Single Family,884586,1,2,2409,903 Main St,TX,903 Main St,County B,City B,District A,Main St,Property 903,"903 Main St, City A, CA",38.29508073656676,-121.51013495654466
Broker A,Single Family,551157,4,2,3081,904 Main St,CA,904 Main St,County C,City C,District B,Pine Blvd,Property 904,"904 Main St, City A, CA",38.06983113580387,-121.90723004406611
Broker C,Condo,158005,3,4,1191,905 Main St,WA,905 Main St,County B,City C,District C,Oak Ave,Property 905,"905 Main St, City A, CA",37.79016483964603,-122.05925788586106
Broker A,Townhouse,317322,1,4,4519,906 Main St,WA,906 Main St,County C,City A,District C,Main St,Property 906,"906 Main St, City A, CA",37.99502924419753,-121.95436467526932
Broker B,Single Family,289784,2,2,1431,907 Main St,NY,907 Main St,County B,City A,District B,Main St,Property 907,"907 Main St, City A, CA",38.05683688434176,-121.72950399668663
Broker C,Single Family,667829,5,4,3906,908 Main St,NY,908 Main St,County C,City C,District C,Main St,Property 908,"908 Main St, City A, CA",38.21849970131819,-121.53540222312881
Broker B,Single Family,123387,5,3,647,909 Main St,CA,909 Main St,County A,City B,District A,Main St,Property 909,"909 Main St, City A, CA",37.946002478413405,-122.21241369699987
Broker C,Condo,980412,3,1,1532,910 Main St,WA,910 Main St,County B,City B,District A,Oak Ave,Property 910,"910 Main St, City A, CA",38.64815435669168,-121.50120684153829
Broker C,Condo,804268,5,3,1811,911 Main St,NY,911 Main St,County B,City B,District B,Oak Ave,Property 911,"911 Main St, City A, CA",38.479811132731335,-121.6042197680301
Broker A,Condo,185457,5,4,887,912 Main St,TX,912 Main St,County C,City A,District B,Oak Ave,Property 912,"912 Main St, City A, CA",37.86010047755966,-121.44054398482176
Broker A,Condo,244129,1,2,3621,913 Main St,TX,913 Main St,County B,City B,District B,Oak Ave,Property 913,"913 Main St, City A, CA",38.424992451139936,-121.53914822671831
Broker B,Townhouse,688316,4,2,2373,914 Main St,WA,914 Main St,County B,City B,District C,Main St,Property 914,"914 Main St, City A, CA",38.428556476405625,-122.13946267030809
Broker A,Townhouse,743534,3,3,4088,915 Main St,NY,915 Main St,County B,City C,District C,Pine Blvd,Property 915,"915 Main St, City A, CA",38.73112117364363,-122.31344408865594
Broker A,Condo,417875,1,2,1415,916 Main St,CA,916 Main St,County A,City B,District A,Oak Ave,Property 916,"916 Main St, City A, CA",37.777920871356166,-122.3071589280084
Broker C,Townhouse,780218,4,4,2378,917 Main St,CA,917 Main St,County A,City C,District C,Oak Ave,Property 917,"917 Main St, City A, CA",38.02283244980581,-122.12817668142172
Broker A,Single Family,279761,1,3,4248,918 Main St,CA,918 Main St,County C,City B,District A,Main St,Property 918,"918 Main St, City A, CA",38.70269147937532,-121.80521627601546
Broker C,Single Family,668926,1,2,777,919 Main St,TX,919 Main St,County A,City A,District C,Main St,Property 919,"919 Main St, City A, CA",38.707033915398284,-121.61507967390283
Broker C,Single Family,584814,5,1,2477,920 Main St,NY,920 Main St,County C,City B,District A,Main St,Property 920,"920 Main St, City A, CA",38.49548641937064,-121.52014969301842
Broker C,Condo,277558,4,1,2359,921 Main St,NY,921 Main St,County A,City B,District B,Main St,Property 921,"921 Main St, City A, CA",38.54066332104754,-121.79564661563076
Broker B,Single Family,644855,3,4,3536,922 Main St,TX,922 Main St,County C,City C,District C,Pine Blvd,Property 922,"922 Main St, City A, CA",37.86638295792965,-122.41376868725195
Broker B,Townhouse,522955,3,2,3871,923 Main St,CA,923 Main St,County A,City C,District A,Pine Blvd,Property 923,"923 Main St, City A, CA",38.288775834778235,-122.23308322348146
Broker B,Condo,682092,4,4,2682,924 Main St,CA,924 Main St,County A,City C,District C,Oak Ave,Property 924,"924 Main St, City A, CA",38.006482991289005,-122.31967379614663
Broker C,Townhouse,470965,5,3,1670,925 Main St,WA,925 Main St,County C,City B,District B,Pine Blvd,Property 925,"925 Main St, City A, CA",37.95611804361362,-122.05607552443098
Broker B,Single Family,103754,2,1,989,926 Main St,FL,926 Main St,County B,City B,District A,Oak Ave,Property 926,"926 Main St, City A, CA",38.585203299123336,-121.91804900636625
Broker B,Single Family,651332,1,3,3025,927 Main St,NY,927 Main St,County B,City A,District C,Oak Ave,Property 927,"927 Main St, City A, CA",37.90993813668055,-122.37600282142144
Broker A,Single Family,167260,5,2,1682,928 Main St,NY,928 Main St,County A,City B,District C,Pine Blvd,Property 928,"928 Main St, City A, CA",38.243551636996386,-122.07092202420434
Broker B,Condo,166912,4,4,4979,929 Main St,NY,929 Main St,County C,City A,District B,Oak Ave,Property 929,"929 Main St, City A, CA",38.71347823958604,-122.24022032537468
Broker B,Townhouse,356695,1,4,4758,930 Main St,FL,930 Main St,County B,City C,District B,Main St,Property 930,"930 Main St, City A, CA",37.960732055565344,-121.77232983374113
Broker C,Condo,632994,3,4,2988,931 Main St,WA,931 Main St,County C,City C,District A,Oak Ave,Property 931,"931 Main St, City A, CA",38.752893423738236,-121.95512763067566
Broker C,Condo,895326,2,3,2376,932 Main St,FL,932 Main St,County B,City C,District C,Main St,Property 932,"932 Main St, City A, CA",38.769187985761064,-121.92408235306608
Broker C,Single Family,446130,3,1,2962,933 Main St,CA,933 Main St,County C,City A,District C,Pine Blvd,Property 933,"933 Main St, City A, CA",38.330517154682404,-121.99170821196654
Broker C,Condo,968374,4,3,2130,934 Main St,CA,934 Main St,County A,City B,District B,Pine Blvd,Property 934,"934 Main St, City A, CA",37.94504274017716,-121.46338028951342
Broker C,Condo,806972,1,3,787,935 Main St,NY,935 Main St,County C,City C,District B,Oak Ave,Property 935,"935 Main St, City A, CA",38.0910048879409,-122.20466487487843
Broker C,Single Family,129725,4,2,4782,936 Main St,TX,936 Main St,County B,City B,District A,Main St,Property 936,"936 Main St, City A, CA",38.19939283267654,-121.90273574015612
Broker B,Condo,236998,1,2,2407,937 Main St,NY,937 Main St,County A,City B,District C,Oak Ave,Property 937,"937 Main St, City A, CA",38.08422422435822,-121.68338263163466
Broker C,Single Family,204555,5,2,1661,938 Main St,TX,938 Main St,County C,City C,District C,Pine Blvd,Property 938,"938 Main St, City A, CA",38.05553557987652,-121.86255558686544
Broker C,Single Family,361486,2,1,629,939 Main St,FL,939 Main St,County B,City A,District A,Oak Ave,Property 939,"939 Main St, City A, CA",38.74712970921636,-121.4903791142832
Broker A,Single Family,895928,5,1,2863,940 Main St,CA,940 Main St,County A,City B,District A,Oak Ave,Property 940,"940 Main St, City A, CA",37.928264827415745,-122.04143164435871
Broker B,Single Family,680735,5,2,643,941 Main St,TX,941 Main St,County C,City C,District B,Main St,Property 941,"941 Main St, City A, CA",38.50822790871686,-121.95572419422682
Broker B,Condo,988036,4,2,515,942 Main St,FL,942 Main St,County B,City B,District B,Pine Blvd,Property 942,"942 Main St, City A, CA",37.775310289439176,-122.33087768478526
Broker B,Single Family,785166,2,1,744,943 Main St,CA,943 Main St,County C,City B,District A,Oak Ave,Property 943,"943 Main St, City A, CA",38.37108266940238,-121.81040088894807
Broker C,Single Family,974631,1,4,1426,944 Main St,TX,944 Main St,County C,City B,District A,Main St,Property 944,"944 Main St, City A, CA",38.69084300395406,-122.13118803155189
Broker C,Condo,665609,1,1,3678,945 Main St,NY,945 Main St,County A,City B,District C,Oak Ave,Property 945,"945 Main St, City A, CA",38.06283409409322,-122.25909096048443
Broker C,Condo,877401,3,1,2676,946 Main St,NY,946 Main St,County A,City B,District A,Main St,Property 946,"946 Main St, City A, CA",37.96042597525772,-121.87486870709549
Broker A,Townhouse,333103,1,1,1386,947 Main St,NY,947 Main St,County B,City A,District A,Main St,Property 947,"947 Main St, City A, CA",38.42657979487843,-121.88708973662008
Broker C,Condo,515872,4,2,840,948 Main St,FL,948 Main St,County A,City A,District C,Oak Ave,Property 948,"948 Main St, City A, CA",38.487501407298396,-122.34352835877594
Broker A,Condo,155147,5,4,2551,949 Main St,NY,949 Main St,County B,City C,District A,Pine Blvd,Property 949,"949 Main St, City A, CA",38.462930518951985,-121.72118454650553
Broker B,Townhouse,715684,5,1,3898,950 Main St,WA,950 Main St,County C,City A,District B,Pine Blvd,Property 950,"950 Main St, City A, CA",38.09421688002138,-121.79562780934914
Broker C,Condo,542882,5,2,4450,951 Main St,CA,951 Main St,County C,City A,District B,Main St,Property 951,"951 Main St, City A, CA",38.027102402159336,-122.2303827172535
Broker A,Condo,575584,2,3,805,952 Main St,FL,952 Main St,County B,City A,District C,Pine Blvd,Property 952,"952 Main St, City A, CA",38.730818799962044,-121.94996513784595
Broker A,Condo,400931,1,3,1407,953 Main St,NY,953 Main St,County C,City B,District A,Main St,Property 953,"953 Main St, City A, CA",38.69819950826993,-121.69907708352143
Broker C,Condo,344839,4,1,3154,954 Main St,CA,954 Main St,County A,City B,District B,Pine Blvd,Property 954,"954 Main St, City A, CA",38.232216609892824,-121.88996425945872
Broker B,Townhouse,556162,2,3,4292,955 Main St,TX,955 Main St,County C,City C,District B,Oak Ave,Property 955,"955 Main St, City A, CA",38.621093866154375,-122.02391092381643
Broker B,Condo,646015,3,4,4542,956 Main St,NY,956 Main St,County A,City C,District B,Pine Blvd,Property 956,"956 Main St, City A, CA",38.2272234776343,-122.09706154191905
Broker B,Condo,863711,4,3,1871,957 Main St,CA,957 Main St,County B,City C,District B,Main St,Property 957,"957 Main St, City A, CA",38.19928901807251,-121.80900613335594
Broker A,Townhouse,195081,4,3,820,958 Main St,WA,958 Main St,County B,City B,District A,Main St,Property 958,"958 Main St, City A, CA",37.9316629475993,-121.48029130168976
Broker A,Single Family,484865,4,4,4559,959 Main St,TX,959 Main St,County C,City A,District A,Pine Blvd,Property 959,"959 Main St, City A, CA",38.20130605649197,-121.74765515952251
Broker A,Townhouse,865418,5,1,1631,960 Main St,WA,960 Main St,County C,City A,District A,Oak Ave,Property 960,"960 Main St, City A, CA",38.31231693859981,-122.34465409636368
Broker A,Single Family,692344,4,1,3078,961 Main St,CA,961 Main St,County A,City B,District A,Main St,Property 961,"961 Main St, City A, CA",37.79740432742869,-121.95871502651786
Broker B,Townhouse,758441,1,4,4542,962 Main St,WA,962 Main St,County A,City C,District B,Main St,Property 962,"962 Main St, City A, CA",38.219013005175405,-121.52857586848937
Broker C,Townhouse,789556,4,4,3867,963 Main St,CA,963 Main St,County C,City C,District C,Main St,Property 963,"963 Main St, City A, CA",38.556256218395205,-122.32493757419891
Broker A,Condo,792095,5,4,1317,964 Main St,CA,964 Main St,County C,City C,District C,Main St,Property 964,"964 Main St, City A, CA",38.454946056374276,-121.43052428786245
Broker A,Single Family,860109,4,3,511,965 Main St,WA,965 Main St,County B,City B,District B,Main St,Property 965,"965 Main St, City A, CA",38.410056988863936,-121.47033060635458
Broker B,Condo,180102,3,4,694,966 Main St,CA,966 Main St,County B,City C,District B,Oak Ave,Property 966,"966 Main St, City A, CA",38.684455428437204,-122.34112551927012
Broker C,Single Family,256570,3,2,3037,967 Main St,NY,967 Main St,County B,City C,District C,Pine Blvd,Property 967,"967 Main St, City A, CA",37.79293200982523,-121.48598667955044
Broker C,Townhouse,701153,5,3,3342,968 Main St,CA,968 Main St,County C,City B,District C,Oak Ave,Property 968,"968 Main St, City A, CA",38.331947586192236,-122.05626740974053
Broker B,Townhouse,787016,1,1,2729,969 Main St,FL,969 Main St,County C,City A,District B,Oak Ave,Property 969,"969 Main St, City A, CA",38.56224884840971,-121.57469083292413
Broker B,Single Family,167695,1,1,3509,970 Main St,CA,970 Main St,County C,City B,District B,Main St,Property 970,"970 Main St, City A, CA",38.31623538270127,-122.00101666228673
Broker C,Condo,531116,2,1,2577,971 Main St,FL,971 Main St,County B,City B,District A,Oak Ave,Property 971,"971 Main St, City A, CA",38.098795552580384,-121.97854488729747
Broker A,Condo,621608,5,3,4367,972 Main St,CA,972 Main St,County C,City B,District A,Main St,Property 972,"972 Main St, City A, CA",37.91115056509198,-121.78515690902245
